Date,SPY,HYG,EFA,EEM,TLT,GLD,SLV,DBC,VNQ,IEV,IEF,SHY
2014-02-24,184.91,94.38,67.55,39.43,106.4,128.99,21.18,26.31,69.88,48.4,101.8,84.54
2014-02-25,184.84,94.49,67.39,38.98,107.35,129.21,21.02,26.19,70.11,48.36,102.15,84.53
2014-02-26,184.85,94.65,67.16,39.01,107.92,128.11,20.42,26.12,70.27,48.13,102.45,84.57
2014-02-27,185.82,94.83,67.39,39.75,108.51,128.2,20.46,26.04,70.08,48.39,102.57,84.56
2014-02-28,186.29,94.93,67.51,39.48,108.57,127.62,20.35,26.13,70.73,48.53,102.47,84.56
2014-03-03,184.98,94.38,66.08,38.78,109.03,130.29,20.62,26.49,70.77,47.33,102.81,84.59
2014-03-04,187.58,94.72,67.39,39.44,107.39,128.68,20.37,26.39,71.79,48.29,102.02,84.52
2014-03-05,187.75,94.55,67.33,39.47,107.62,128.89,20.36,26.17,71.7,48.35,102.13,84.55
2014-03-06,188.18,94.41,68.03,40.03,106.56,130.17,20.66,26.41,71.1,48.77,101.69,84.5
2014-03-07,188.26,94.05,67.66,39.52,105.89,129.09,20.08,26.29,70.33,48.44,101.25,84.44
2014-03-10,188.16,94.06,67.24,39.25,106.04,129.13,20.01,26.07,69.96,48.13,101.36,84.45
2014-03-11,187.23,93.96,66.75,38.81,106.32,129.86,20.04,26.08,70.4,47.89,101.46,84.45
2014-03-12,187.28,94.12,66.5,38.89,107.06,131.76,20.47,26.01,70.61,47.75,101.86,84.48
2014-03-13,185.18,93.87,65.26,38.19,108.5,132.21,20.36,25.89,70.28,46.72,102.46,84.53
2014-03-14,184.66,93.8,65.12,38.4,108.52,133.1,20.62,26.03,70.46,46.76,102.47,84.51
2014-03-17,186.33,93.93,65.94,38.87,107.71,131.64,20.33,25.74,70.61,47.37,102.06,84.48
2014-03-18,187.66,94.21,66.35,39.41,108.1,130.62,20.01,25.87,70.82,47.78,102.31,84.5
2014-03-19,186.66,93.73,65.54,38.57,107.26,128.09,19.79,25.86,69.48,47.08,101.36,84.36
2014-03-20,187.747,94.05,65.29,38.74,107.07,127.86,19.52,25.74,69.6,47.14,101.38,84.37
2014-03-21,186.2,93.99,65.16,38.98,108.23,128.47,19.52,25.76,70.24,46.99,101.57,84.38
2014-03-24,185.43,94.02,65.33,39.36,109.0,126.18,19.21,25.75,69.78,47.0,101.61,84.34
2014-03-25,186.31,94.21,66.04,39.81,108.59,126.41,19.22,25.92,69.96,47.61,101.55,84.35
2014-03-26,184.97,94.23,66.03,39.9,109.44,125.41,19.02,25.9,69.17,47.52,101.98,84.41
2014-03-27,184.58,94.09,66.36,40.42,109.99,124.59,19.0,26.13,69.61,47.65,102.08,84.4
2014-03-28,185.49,94.25,66.86,40.74,109.37,124.56,19.06,26.14,70.03,47.95,101.72,84.4
2014-03-31,187.01,94.39,67.2,41.01,109.1,123.61,19.04,26.12,70.62,48.28,101.73,84.45
2014-04-01,188.25,94.12,67.63,41.49,107.89,123.39,19.06,25.8,70.94,48.61,101.33,84.38
2014-04-02,188.88,94.02,67.76,41.57,107.27,124.32,19.188,25.74,71.0,48.63,100.89,84.35
2014-04-03,188.63,94.06,67.57,41.41,107.74,123.92,19.06,25.95,70.85,48.5,100.96,84.37
2014-04-04,186.4,94.28,67.36,41.3,108.46,125.57,19.16,26.07,71.09,48.32,101.58,84.44
2014-04-07,184.34,94.08,67.04,41.475,109.11,124.91,19.13,26.01,71.32,48.13,101.82,84.445
2014-04-08,185.1,94.3,67.0,41.96,109.37,126.09,19.23,26.31,71.76,48.29,101.96,84.46
2014-04-09,187.09,94.45,67.86,42.28,108.83,126.32,19.11,26.38,71.58,48.93,101.93,84.5
2014-04-10,183.155,94.18,66.66,41.83,109.84,127.01,19.27,26.39,70.9,48.03,102.36,84.55
2014-04-11,181.51,93.78,66.26,41.83,110.73,126.93,19.19,26.27,70.47,47.71,102.57,84.54
2014-04-14,182.9401,94.08,66.64,41.741,110.44,127.85,19.21,26.51,70.89,47.94,102.41,84.53
2014-04-15,184.2,94.18,66.36,41.11,111.13,125.49,18.88,26.53,71.73,47.73,102.53,84.53
2014-04-16,186.125,94.23,67.18,41.63,111.27,125.54,18.88,26.58,72.19,48.26,102.37,84.5
2014-04-17,186.39,94.12,67.53,42.01,110.05,124.75,18.88,26.64,71.77,48.54,101.79,84.48
2014-04-21,187.04,94.12,67.62,41.75,109.96,124.24,18.67,26.55,72.18,48.63,101.77,84.48
2014-04-22,187.89,94.22,67.9,41.64,110.33,123.78,18.71,26.54,72.34,48.95,101.73,84.44
2014-04-23,187.45,94.25,67.74,41.34,110.96,123.76,18.69,26.52,72.05,48.79,101.99,84.48
2014-04-24,187.83,94.27,67.73,41.38,111.17,124.56,18.92,26.68,72.35,48.855,101.96,84.46
2014-04-25,186.29,94.24,67.4,40.82,111.33,125.43,18.94,26.57,72.07,48.64,102.1,84.47
2014-04-28,186.875,94.22,67.61,41.02,110.79,124.88,18.85,26.48,72.63,48.8,101.95,84.47
2014-04-29,187.75,94.36,68.05,41.41,110.64,124.86,18.76,26.55,72.68,49.21,102.04,84.46
2014-04-30,188.31,94.34,68.32,41.33,111.1,124.22,18.46,26.41,72.94,49.6,102.31,84.52
2014-05-01,188.325,93.82,68.51,41.38,112.02,123.8,18.35,26.21,73.25,49.7,102.41,84.5
2014-05-02,188.06,94.04,68.4,41.61,112.71,125.06,18.69,26.28,73.23,49.54,102.56,84.49
2014-05-05,188.42,94.0,68.35,41.38,112.03,126.22,18.84,26.22,73.38,49.53,102.5,84.5
2014-05-06,186.78,94.02,68.23,41.57,112.48,125.98,18.8,26.24,73.12,49.42,102.62,84.47
2014-05-07,187.88,94.16,68.31,41.79,112.08,124.17,18.57,26.31,74.0,49.6,102.7,84.5
2014-05-08,187.675,94.14,68.32,41.69,111.6,124.17,18.44,26.23,74.17,49.64,102.81,84.52
2014-05-09,187.96,94.23,68.22,41.62,111.24,124.1,18.42,26.1,74.22,49.43,102.732,84.55
2014-05-12,189.785,94.33,68.67,42.32,110.79,124.94,18.78,26.16,74.45,49.83,102.46,84.53
2014-05-13,189.96,94.48,68.77,42.48,111.75,124.6,18.77,26.28,73.97,49.72,102.86,84.56
2014-05-14,189.06,94.53,68.64,42.78,112.96,125.81,19.0,26.4,74.0,49.65,103.33,84.59
2014-05-15,187.4,94.44,68.34,42.38,113.86,124.77,18.74,26.24,73.96,49.46,103.7,84.6
2014-05-16,188.05,94.6299,68.49,42.94,113.54,124.5,18.61,26.27,74.64,49.53,103.48,84.61
2014-05-19,188.74,94.77,68.35,42.94,112.7,124.58,18.63,26.25,74.34,49.46,103.35,84.63
2014-05-20,187.55,94.65,67.92,42.59,112.95,124.69,18.65,26.3,74.11,49.19,103.65,84.64
2014-05-21,189.13,94.64,68.45,42.92,112.26,124.39,18.64,26.35,73.624,49.6,103.49,84.64
2014-05-22,189.59,94.71,68.54,43.22,112.1,124.67,18.73,26.37,73.49,49.55,103.38,84.62
2014-05-23,190.35,94.74,68.72,43.14,112.7,124.51,18.66,26.43,74.14,49.53,103.59,84.6
2014-05-27,191.52,94.83,69.21,42.77,113.36,121.85,18.36,26.21,74.67,49.96,103.62,84.62
2014-05-28,191.38,94.86,68.98,43.02,114.76,121.2,18.28,26.22,74.2,49.73,104.19,84.64
2014-05-29,192.37,94.95,69.4,43.14,114.15,120.94,18.3,26.23,74.35,49.91,104.06,84.63
2014-05-30,192.68,95.05,69.41,42.55,114.1,120.43,18.079,26.03,74.69,49.98,103.98,84.65
2014-06-02,192.895,94.32,69.55,42.68,112.96,119.7,18.02,26.0,74.92,49.94,103.33,84.57
2014-06-03,192.8,94.33,69.38,42.92,111.57,120.01,18.1,25.98,74.88,49.79,102.81,84.55
2014-06-04,193.19,94.33,69.36,42.68,111.54,119.76,18.06,25.91,75.03,49.75,102.73,84.58
2014-06-05,194.45,94.56,69.84,43.13,111.59,120.66,18.26,25.94,76.41,50.16,102.88,84.59
2014-06-06,195.375,94.83,70.22,43.56,111.59,120.61,18.28,26.05,76.09,50.53,102.8,84.57
2014-06-09,195.58,94.94,70.15,43.72,111.43,120.65,18.32,26.16,75.17,50.44,102.65,84.51
2014-06-10,195.6,94.89,70.0,43.95,111.02,121.39,18.46,26.09,74.61,50.4,102.47,84.49
2014-06-11,194.92,94.9,69.65,43.8,111.22,121.41,18.46,26.02,74.41,50.06,102.61,84.52
2014-06-12,193.54,94.84,69.67,43.59,112.21,122.64,18.76,26.39,74.22,50.07,103.01,84.55
2014-06-13,194.13,94.95,69.72,43.61,112.15,122.96,18.92,26.39,74.41,50.0,102.81,84.5
2014-06-16,194.29,94.9,69.74,43.41,112.43,122.42,18.85,26.47,74.03,50.01,102.81,84.48
2014-06-17,194.83,94.83,69.69,43.42,111.54,122.28,18.94,26.5,74.22,50.02,102.38,84.41
2014-06-18,196.255,95.26,70.29,43.9,112.4,122.67,19.05,26.61,74.74,50.42,102.92,84.48
2014-06-19,196.48,95.24,70.67,43.65,110.96,126.94,19.92,26.87,75.36,50.54,102.66,84.47
2014-06-20,195.94,95.33,70.55,43.56,111.8,126.5,20.03,26.92,75.62,50.41,102.78,84.47
2014-06-23,195.88,95.32,70.36,43.47,111.45,126.85,20.05,26.82,75.31,50.32,102.71,84.47
2014-06-24,194.7,95.24,69.92,43.45,112.58,126.98,20.08,26.86,74.67,48.62,103.13,84.5
2014-06-25,195.58,95.38,68.22,43.2,112.87,126.99,20.19,26.9,74.52,48.56,103.23,84.51
2014-06-26,195.44,95.28,68.27,43.25,113.41,126.73,20.24,26.79,74.45,48.49,103.5,84.53
2014-06-27,195.82,95.28,68.31,43.35,113.24,126.66,20.17,26.74,75.02,48.55,103.5,84.55
2014-06-30,195.72,95.2,68.37,43.23,113.52,128.04,20.25,26.58,74.84,48.57,103.58,84.56
2014-07-01,197.03,94.81,68.97,43.64,112.28,127.7,20.21,26.5,75.24,49.0,103.05,84.5
2014-07-02,197.23,94.87,69.08,43.9,111.08,127.7,20.3,26.45,75.06,49.05,102.63,84.47
2014-07-03,198.2,94.73,69.22,44.16,110.68,127.16,20.29,26.4,74.63,49.32,102.42,84.46
2014-07-07,197.51,94.66,68.68,44.13,111.49,127.02,20.17,26.19,74.85,48.75,102.67,84.44
2014-07-08,196.24,94.68,67.96,43.9325,112.74,127.07,20.21,26.12,75.07,48.1,103.14,84.46
2014-07-09,197.12,94.61,68.18,44.18,112.83,127.84,20.27,25.94,75.19,48.29,103.16,84.47
2014-07-10,196.34,94.32,67.43,43.94,112.86,128.54,20.52,25.98,75.53,47.69,103.38,84.51
2014-07-11,196.61,94.48,67.47,43.89,113.58,128.78,20.57,25.75,75.54,47.66,103.55,84.53
2014-07-14,197.6,94.45,67.97,44.23,113.09,125.72,20.1,25.85,75.91,47.99,103.32,84.52
2014-07-15,197.23,94.3,67.8,44.2,112.86,124.53,19.88,25.61,75.96,47.79,103.23,84.48
2014-07-16,197.96,94.15,68.22,44.31,113.46,124.97,19.91,25.65,76.2,48.17,103.38,84.47
2014-07-17,195.71,93.49,67.3499,43.48,114.89,127.0899,20.29,25.71,75.81,47.43,103.98,84.54
2014-07-18,197.7099,93.88,67.88,44.16,114.52,126.13,20.02,25.54,76.56,47.8,103.77,84.47
2014-07-21,197.34,93.72,67.63,44.31,115.09,126.34,20.1,25.66,76.28,47.58,103.8,84.48
2014-07-22,198.2,93.85,67.93,44.72,115.33,125.74,20.1,25.55,76.52,47.81,103.93,84.48
2014-07-23,198.64,94.03,68.07,44.76,115.18,125.62,20.08,25.62,76.66,47.86,103.92,84.51
2014-07-24,198.65,94.2,68.23,44.96,114.32,124.35,19.58,25.59,76.56,48.11,103.5,84.48
2014-07-25,197.72,94.04,67.95,44.78,115.67,125.791,19.87,25.69,76.03,47.77,103.9,84.49
2014-07-28,197.8,93.76,67.96,45.09,115.51,125.58,19.81,25.64,76.56,47.69,103.78,84.45
2014-07-29,196.95,93.63,67.82,44.82,115.93,125.2,19.78,25.56,76.19,47.55,103.92,84.47
2014-07-30,196.98,93.24,67.72,44.6,114.32,124.83,19.78,25.45,76.03,47.45,103.19,84.43
2014-07-31,193.09,92.48,66.59,43.82,113.98,123.39,19.58,25.32,74.9,46.52,103.16,84.47
2014-08-01,192.5,92.04,66.13,44.06,114.56,124.38,19.52,25.12,74.72,46.15,103.57,84.55
2014-08-04,193.89,92.6,66.44,44.47,114.26,123.99,19.4,25.31,75.24,46.37,103.63,84.55
2014-08-05,192.01,92.42,65.59,43.79,114.63,123.87,19.05,25.19,74.47,45.83,103.68,84.55
2014-08-06,192.07,92.64,65.43,43.485,114.7,125.67,19.23,25.35,74.44,45.73,103.77,84.57
2014-08-07,191.03,92.7,64.9,43.32,115.77,126.18,19.17,25.4,74.48,45.21,104.24,84.61
2014-08-08,193.24,92.99,65.28,43.71,115.52,126.19,19.19,25.28,74.92,45.62,104.15,84.56
2014-08-11,193.795,93.43,65.53,44.27,115.51,125.96,19.23,25.32,75.39,45.71,104.1,84.56
2014-08-12,193.53,93.41,65.48,44.32,114.76,125.99,19.17,25.16,75.27,45.69,103.95,84.56
2014-08-13,194.84,93.68,65.85,44.56,115.51,126.2,19.04,25.14,76.36,45.88,104.29,84.6
2014-08-14,195.76,93.86,66.2,44.63,116.44,126.31,19.1,24.84,76.31,46.14,104.5,84.62
2014-08-15,195.72,94.05,66.13,44.51,117.71,125.483,18.86,24.94,76.23,46.08,104.92,84.62
2014-08-18,197.36,94.32,66.56,44.94,116.54,124.96,18.87,24.73,76.98,46.44,104.59,84.62
2014-08-19,198.39,94.29,66.72,45.15,116.18,124.68,18.7,24.78,77.14,46.53,104.48,84.62
2014-08-20,198.92,94.36,66.51,45.06,115.99,124.22,18.72,24.85,77.49,46.33,104.17,84.54
2014-08-21,199.5,94.36,66.79,44.87,116.64,122.88,18.69,24.91,77.37,46.59,104.39,84.54
2014-08-22,199.19,94.13,66.47,44.75,117.29,123.19,18.69,24.87,76.75,46.35,104.4,84.52
2014-08-25,200.2,94.33,66.9,45.08,117.73,122.74,18.6,24.91,76.58,46.82,104.48,84.49
2014-08-26,200.33,94.4,66.91,45.35,117.35,123.35,18.63,24.92,76.73,46.9,104.46,84.52
2014-08-27,200.25,94.31,67.04,45.58,118.35,123.3199,18.66,24.96,76.78,47.09,104.75,84.54
2014-08-28,200.14,94.17,66.74,45.13,118.97,124.0,18.74,24.98,76.77,46.81,104.89,84.56
2014-08-29,200.71,94.24,66.71,45.06,119.05,123.86,18.71,25.03,77.18,46.8,104.9,84.6
2014-09-02,200.61,93.92,66.84,44.99,116.73,121.65,18.41,24.67,77.19,46.76,104.05,84.5
2014-09-03,200.5,93.68,67.31,45.58,117.38,122.15,18.43,24.77,77.39,47.2,104.2,84.52
2014-09-04,200.2101,93.37,66.99,45.46,115.95,121.48,18.32,24.67,77.1,46.96,103.83,84.51
2014-09-05,201.11,93.26,67.0,45.85,115.73,122.06,18.42,24.63,77.92,47.06,103.86,84.54
2014-09-08,200.59,93.17,66.29,45.31,115.78,120.73,18.26,24.51,77.84,46.44,103.75,84.49
2014-09-09,199.32,92.74,66.1,44.75,115.69,120.87,18.31,24.31,77.36,46.41,103.51,84.44
2014-09-10,200.07,92.78,66.48,44.56,114.96,120.26,18.24,24.14,76.14,46.6,103.25,84.45
2014-09-11,200.3,92.78,66.11,44.26,114.58,119.472,17.959,24.02,76.2,46.39,103.12,84.46
2014-09-12,199.13,92.67,66.02,43.79,113.38,118.38,17.89,23.83,73.86,46.36,102.73,84.44
2014-09-15,198.981,92.5,65.88,43.57,113.55,118.64,17.92,23.86,73.5,46.38,102.92,84.48
2014-09-16,200.48,92.69,66.16,44.14,113.09,118.83,17.95,24.08,74.22,46.55,102.89,84.53
2014-09-17,200.75,92.99,65.69,43.73,112.8,117.54,17.77,23.98,74.2,46.37,102.63,84.44
2014-09-18,201.82,93.02,66.2,43.79,113.16,117.78,17.77,23.75,73.55,46.8,102.56,84.45
2014-09-19,200.7,93.16,65.97,43.46,114.6,117.09,17.19,23.68,73.64,46.57,102.95,84.44
2014-09-22,199.15,92.99,65.68,42.8,114.74,116.85,17.08,23.48,73.06,46.4,103.17,84.5
2014-09-23,198.01,92.52,65.13,42.56,115.45,117.6,17.07,23.48,72.53,45.8,103.39,84.52
2014-09-24,199.56,92.24,65.46,43.17,114.81,117.05,16.99,23.58,71.67,46.01,103.1,84.49
2014-09-25,196.34,91.61,64.5,42.23,116.17,117.39,16.83,23.53,71.35,45.26,103.6,84.55
2014-09-26,197.9,91.55,64.77,42.42,116.0,117.06,16.9,23.49,72.31,45.45,103.38,84.51
2014-09-29,197.54,91.36,64.17,41.56,116.93,117.03,16.78,23.63,72.21,45.11,103.71,84.53
2014-09-30,197.02,91.95,64.12,41.56,116.27,116.21,16.35,23.22,71.85,45.08,103.62,84.51
2014-10-01,194.35,91.66,63.36,40.71,118.23,116.77,16.48,23.14,71.91,44.51,104.3,84.57
2014-10-02,194.38,91.84,62.68,40.93,117.2,116.74,16.41,23.05,71.79,44.01,103.99,84.56
2014-10-03,196.52,92.15,62.68,41.28,117.7,114.61,16.12,22.83,72.24,43.82,103.96,84.48
2014-10-06,196.29,92.25,63.08,41.82,117.77,116.03,16.6,23.12,72.43,44.18,104.13,84.56
2014-10-07,193.26,91.9,62.01,41.45,119.36,116.36,16.48,23.03,71.86,43.24,104.74,84.61
2014-10-08,196.64,92.34,62.99,42.07,119.39,117.4701,16.68,22.94,73.42,44.07,105.11,84.7
2014-10-09,192.74,91.36,61.3,41.41,118.87,117.64,16.62,22.67,73.42,42.76,104.93,84.7
2014-10-10,190.54,90.62,60.38,40.51,120.05,117.59,16.64,22.59,73.49,42.17,105.34,84.74
2014-10-13,187.4099,90.17,60.3,40.92,120.78,118.52,16.73,22.59,73.56,42.16,105.89,84.77
2014-10-14,187.7,90.47,60.45,41.16,121.57,118.59,16.68,22.25,74.75,42.19,106.1,84.82
2014-10-15,186.43,90.49,60.09,40.64,122.53,118.99,16.71,21.97,74.46,41.74,106.7,84.93
2014-10-16,186.27,91.0,59.53,40.27,121.75,119.22,16.67,22.19,74.58,41.31,106.41,84.88
2014-10-17,188.47,91.77,60.64,40.72,121.07,118.99,16.58,22.27,74.67,42.22,106.1,84.83
2014-10-20,190.3,92.43,61.02,40.84,121.51,119.8,16.73,22.11,75.81,42.41,106.25,84.88
2014-10-21,194.07,93.18,61.75,41.0099,120.54,120.02,16.81,22.29,76.5,43.05,105.96,84.86
2014-10-22,192.69,92.57,61.3,40.74,120.67,119.34,16.46,22.04,76.52,42.57,105.93,84.84
2014-10-23,194.93,92.53,61.89,40.73,119.6,118.52,16.5,22.3,77.11,43.15,105.49,84.8
2014-10-24,196.43,92.79,62.23,41.02,119.72,118.35,16.5,22.16,77.05,43.35,105.58,84.82
2014-10-27,196.16,92.41,61.88,40.7,119.94,118.06,16.42,22.1,77.62,43.11,105.69,84.82
2014-10-28,198.41,92.56,62.82,41.52,119.19,118.1,16.49,22.28,77.96,43.77,105.43,84.8
2014-10-29,198.11,92.49,62.34,41.58,119.46,116.41,16.38,22.54,77.52,43.31,105.08,84.69
2014-10-30,199.38,92.45,62.79,41.97,119.56,115.19,15.82,22.35,78.01,43.57,105.19,84.72
2014-10-31,201.66,92.53,63.95,42.15,119.25,112.66,15.5,22.32,78.99,44.09,105.02,84.7
2014-11-03,201.77,92.32,63.4,41.8,118.96,112.15,15.48,22.12,79.68,43.51,104.8,84.66
2014-11-04,201.07,92.03,63.04,41.84,119.33,112.22,15.36,21.8,79.81,43.41,104.79,84.65
2014-11-05,202.34,92.01,63.16,41.47,119.16,109.79,14.66,21.86,79.64,43.71,104.82,84.63
2014-11-06,203.15,92.25,62.82,40.96,118.39,109.88,14.82,21.88,79.03,43.54,104.5,84.61
2014-11-07,203.34,92.34,62.85,41.22,119.75,112.97,15.1,21.98,78.93,43.55,105.17,84.67
2014-11-10,203.98,92.38,63.13,41.33,118.65,110.46,14.92,21.77,79.58,43.75,104.74,84.61
2014-11-11,204.175,92.59,63.51,41.29,118.73,112.04,15.11,21.88,79.27,44.07,104.75,84.6
2014-11-12,203.96,92.29,62.97,41.21,118.63,111.5,15.03,21.81,78.67,43.56,104.71,84.63
2014-11-13,204.19,91.91,63.27,41.1,118.91,111.67,14.97,21.41,79.1,43.72,104.88,84.65
2014-11-14,204.24,91.45,63.36,41.44,119.49,114.47,15.63,21.64,78.45,43.68,105.1,84.69
2014-11-17,204.37,91.44,63.11,41.0,119.19,114.05,15.5,21.55,78.8,43.78,104.98,84.68
2014-11-18,205.55,91.26,63.8,41.22,119.52,115.05,15.55,21.44,79.14,44.39,105.1,84.67
2014-11-19,205.22,91.24,63.61,41.2,118.76,113.68,15.48,21.33,78.43,44.4,104.82,84.66
2014-11-20,205.58,91.25,63.23,41.13,119.38,114.86,15.6,21.51,78.69,44.21,105.01,84.68
2014-11-21,206.68,91.75,63.78,42.44,120.1,115.39,15.79,21.74,79.18,44.57,105.22,84.7
2014-11-24,207.26,91.74,64.15,42.09,120.2,115.11,15.78,21.55,79.46,44.94,105.34,84.71
2014-11-25,207.11,91.89,64.26,41.82,121.2,115.38,15.98,21.45,79.6,45.1,105.6,84.72
2014-11-26,207.64,92.01,64.51,42.349,121.53,115.16,15.87,21.4,80.37,45.29,105.78,84.73
2014-11-28,207.2,91.13,63.99,41.5,122.49,112.11,14.83,20.42,80.57,44.98,106.19,84.76
2014-12-01,205.76,89.8,63.93,40.79,121.5,116.58,15.78,20.84,80.37,44.93,105.75,84.73
2014-12-02,207.085,90.29,64.11,40.78,120.32,115.14,15.75,20.4,80.87,44.94,105.28,84.68
2014-12-03,207.89,90.44,64.03,40.89,120.79,116.33,15.73,20.28,80.79,44.86,105.32,84.64
2014-12-04,207.66,90.38,63.82,40.96,121.8,115.88,15.77,20.22,81.0,44.68,105.69,84.69
2014-12-05,208.0,90.31,63.96,40.88,121.09,114.43,15.61,20.17,80.59,44.9,105.1,84.53
2014-12-08,206.61,89.85,63.4,40.28,122.57,115.78,15.71,19.82,81.1,44.56,105.45,84.52
2014-12-09,206.47,89.8,63.06,39.9,123.2,118.19,16.32,19.96,81.47,44.17,105.84,84.55
2014-12-10,203.1601,88.77,62.26,39.31,124.1,117.96,16.37,19.65,81.39,43.66,106.32,84.62
2014-12-11,204.19,88.45,62.18,38.98,124.61,117.69,16.33,19.47,81.54,43.495,106.135,84.58
2014-12-12,200.89,87.25,60.98,38.34,126.3,117.41,16.3,19.31,80.83,42.47,107.01,84.66
2014-12-15,199.51,87.2,59.97,37.79,126.04,114.39,15.47,19.0,79.78,41.73,106.62,84.6
2014-12-16,197.91,86.89,60.4,37.73,127.6,114.95,15.08,18.89,79.67,42.23,107.155,84.65
2014-12-17,201.79,88.659,60.53,38.05,126.4499,114.27,15.1,19.0,81.5,42.69,106.42,84.57
2014-12-18,206.78,89.37,61.61,38.57,124.2,115.15,15.2499,18.94,82.07,43.59,105.82,84.52
2014-12-19,206.52,90.23,61.7,38.84,125.87,114.77,15.39,19.22,82.03,43.24,106.21,84.46
2014-12-22,207.47,90.01,62.0,39.38,126.04,112.55,14.99,18.87,82.28,43.43,106.21,84.48
2014-12-23,207.75,90.33,61.8,39.02,123.54,112.74,15.04,19.06,82.05,43.27,105.33,84.39
2014-12-24,207.77,90.25,62.08,39.11,123.95,112.77,15.09,18.81,81.71,43.56,105.25,84.4
2014-12-26,208.44,89.97,62.24,39.42,124.41,114.83,15.35,18.79,82.0,43.61,105.39,84.37
2014-12-29,208.72,90.02,61.79,39.18,125.34,113.67,15.11,18.61,82.45,43.26,105.75,84.45
2014-12-30,207.6,89.84,61.22,39.26,125.68,115.2,15.58,18.59,82.39,42.84,105.87,84.48
2014-12-31,205.54,89.6,60.84,39.29,125.92,113.58,15.06,18.45,81.0,42.53,105.99,84.45
2015-01-02,205.43,89.6,60.58,38.77,127.32,114.08,15.11,18.23,82.22,42.32,106.53,84.54
2015-01-05,201.72,88.77,59.15,38.08,129.32,115.8,15.5,17.97,82.67,41.05,107.18,84.54
2015-01-06,199.82,88.43,58.48,37.92,131.65,117.12,15.83,17.8,83.49,40.61,107.9,84.58
2015-01-07,202.31,88.98,59.13,38.74,131.39,116.43,15.85,17.69,84.77,40.99,107.88,84.62
2015-01-08,205.9,89.65,59.93,39.4,129.65,115.94,15.64,17.76,85.09,41.62,107.44,84.61
2015-01-09,204.25,90.1,59.64,39.27,131.07,117.26,15.77,17.73,85.13,41.36,107.97,84.68
2015-01-12,202.65,89.99,59.5,38.95,131.82,118.56,15.87,17.34,85.78,41.36,108.35,84.73
2015-01-13,202.08,89.99,59.8,39.29,131.82,118.16,16.29,17.27,85.65,41.54,108.45,84.78
2015-01-14,200.86,89.78,59.63,39.07,132.82,117.97,16.13,17.46,86.39,41.46,108.95,84.83
2015-01-15,199.0199,89.23,60.01,39.16,134.91,120.94,16.15,17.22,86.59,41.71,109.88,84.96
2015-01-16,201.63,89.57,60.79,39.49,133.19,122.52,16.95,17.55,87.34,42.3,109.07,84.88
2015-01-20,202.055,89.41,61.0,39.43,134.96,124.2,17.18,17.31,86.65,42.61,109.32,84.84
2015-01-21,203.08,89.89,61.48,40.3,133.4,124.23,17.37,17.42,86.59,42.94,108.8,84.84
2015-01-22,206.1,90.01,61.71,41.07,132.92,125.23,17.61,17.4,88.13,43.07,108.53,84.81
2015-01-23,204.97,90.01,61.36,40.76,134.77,124.23,17.51,17.29,87.88,42.85,109.24,84.85
2015-01-26,205.45,90.42,62.2,40.78,134.36,122.99,17.13,17.23,88.62,43.5,108.99,84.8
2015-01-27,202.74,90.35,62.29,40.56,134.57,124.4,17.33,17.32,88.65,43.56,109.14,84.85
2015-01-28,200.14,90.16,61.36,40.12,136.77,123.42,17.23,17.07,88.06,42.7,109.98,84.91
2015-01-29,201.9902,90.48,62.2,40.12,135.87,120.76,16.24,16.99,88.37,43.43,109.59,84.88
2015-01-30,199.45,90.23,61.22,39.02,138.28,123.45,16.54,17.4,86.55,42.73,110.55,84.98
2015-02-02,201.92,90.21,61.96,39.72,137.48,122.42,16.47,17.64,86.32,43.2,110.23,84.92
2015-02-03,204.84,90.72,62.95,40.47,134.57,121.05,16.55,18.13,87.07,44.14,109.3,84.85
2015-02-04,204.06,90.34,62.43,40.27,134.8,121.58,16.63,17.73,86.71,43.59,109.48,84.863
2015-02-05,206.12,90.87,63.29,40.51,133.32,121.79,16.58,17.97,87.75,44.19,109.08,84.83
2015-02-06,205.55,90.94,62.5,39.82,130.96,118.64,16.03,18.02,85.2,43.51,107.86,84.63
2015-02-09,204.63,90.72,62.2,39.76,130.75,119.17,16.32,18.2,84.6,43.34,107.81,84.62
2015-02-10,206.81,91.03,62.77,39.66,129.71,118.47,16.19,17.97,84.87,43.75,107.54,84.6
2015-02-11,206.93,91.0,62.43,39.37,129.95,117.07,16.08,17.83,84.62,43.48,107.5,84.61
2015-02-12,208.92,90.99,63.4,40.21,129.52,117.34,16.15,18.1,85.63,44.35,107.54,84.64
2015-02-13,209.78,91.12,63.82,40.67,128.19,117.98,16.54,18.3,85.06,44.5,107.18,84.64
2015-02-17,210.11,91.06,63.97,40.58,126.26,116.01,15.83,18.31,84.85,44.61,106.42,84.6
2015-02-18,210.13,91.37,64.35,40.57,127.01,116.34,15.75,18.09,85.64,44.79,106.93,84.7
2015-02-19,209.98,91.16,64.43,40.4,126.17,115.94,15.7,18.03,83.8,44.71,106.66,84.65
2015-02-20,211.239,91.41,65.03,40.67,126.54,115.28,15.54,17.96,84.61,45.31,106.6,84.64
2015-02-23,211.209,91.48,64.8,40.26,127.99,115.43,15.63,17.84,85.29,45.11,107.09,84.68
2015-02-24,211.81,91.57,65.2,40.84,129.67,115.26,15.56,17.85,83.61,45.39,107.8,84.75
