Date,SPY,HYG,EFA,EEM,TLT,GLD,SLV,DBC,VNQ,IEV,IEF,SHY
2018-03-02,269.08,85.75,69.42,48.13,118.35,125.39,15.56,16.63,73.39,46.33,102.07,83.43
2018-03-05,272.19,85.75,69.79,48.2,118.03,125.18,15.49,16.73,74.22,46.64,101.94,83.425
2018-03-06,272.88,85.87,70.2,48.65,118.14,126.53,15.78,16.79,74.57,46.91,101.93,83.41
2018-03-07,272.78,85.66,70.18,48.7,118.01,125.72,15.53,16.61,75.03,47.03,101.93,83.41
2018-03-08,274.1,85.76,70.33,48.71,118.69,125.42,15.55,16.51,75.17,47.11,102.14,83.43
2018-03-09,278.87,86.07,70.78,49.75,117.91,125.54,15.63,16.67,75.58,47.33,101.92,83.39
2018-03-12,278.52,85.93,70.86,49.87,118.59,125.54,15.61,16.64,75.91,47.41,102.16,83.43
2018-03-13,276.72,85.66,70.39,49.42,119.19,125.78,15.61,16.59,75.98,47.0,102.33,83.45
2018-03-14,275.3,85.56,70.56,49.5,120.24,125.7,15.61,16.59,76.05,47.12,102.53,83.44
2018-03-15,275.0,85.62,70.52,49.32,120.24,124.9,15.45,16.58,76.03,47.12,102.49,83.45
2018-03-16,274.2,85.8,70.47,49.21,119.81,124.6,15.39,16.64,76.56,47.21,102.37,83.41
2018-03-19,270.49,85.45,69.9,48.68,119.43,124.87,15.39,16.53,75.9,46.91,102.27,83.41
2018-03-20,270.95,85.62,69.89,49.22,118.95,124.31,15.28,16.64,75.64,46.85,102.07,83.38
2018-03-21,270.43,85.65,70.0,49.51,119.08,126.48,15.65,16.94,75.08,46.85,102.14,83.44
2018-03-22,263.67,85.14,68.7,47.86,120.26,125.98,15.44,16.81,74.64,45.83,102.56,83.48
2018-03-23,258.05,84.92,67.94,46.89,120.17,127.61,15.58,16.96,73.31,45.53,102.7,83.5
2018-03-26,265.11,85.47,69.16,48.41,119.71,128.28,15.72,16.97,73.43,46.43,102.42,83.46
2018-03-27,260.6,85.39,68.65,47.53,120.99,127.49,15.57,16.9,73.71,45.94,103.0,83.52
2018-03-28,259.83,85.35,69.05,47.29,121.31,125.73,15.36,16.83,75.56,46.24,102.98,83.53
2018-03-29,263.15,85.64,69.68,48.28,121.9,125.79,15.41,16.98,75.47,46.63,103.19,83.56
2018-04-02,257.47,84.96,68.72,47.41,121.88,127.26,15.65,16.75,74.45,45.98,103.12,83.49
2018-04-03,260.77,85.2,69.16,47.88,120.94,126.3,15.46,16.84,75.08,46.25,102.79,83.45
2018-04-04,263.56,85.39,69.4,47.9,120.69,126.45,15.38,16.77,75.87,46.44,102.73,83.4
2018-04-05,265.64,85.46,69.86,48.02,119.79,125.8,15.45,16.85,75.84,46.89,102.47,83.42
2018-04-06,259.72,85.27,69.4,47.08,121.1,126.39,15.43,16.73,75.27,46.68,102.92,83.49
2018-04-09,261.0,85.59,69.97,47.13,121.3,126.82,15.56,16.94,75.03,47.11,102.94,83.48
2018-04-10,265.15,85.9,70.72,48.05,121.08,127.12,15.62,17.23,74.95,47.69,102.76,83.44
2018-04-11,263.76,85.93,70.45,48.07,121.51,128.11,15.69,17.36,75.11,47.37,102.86,83.44
2018-04-12,265.93,86.24,70.72,48.05,120.62,126.62,15.52,17.29,74.27,47.68,102.49,83.39
2018-04-13,265.15,86.29,70.79,47.57,120.9,127.45,15.68,17.3,74.66,47.76,102.58,83.37
2018-04-16,267.33,86.42,70.9,47.63,120.94,127.63,15.72,17.24,75.12,47.79,102.53,83.36
2018-04-17,270.19,86.46,71.22,47.73,121.27,127.75,15.8,17.25,76.0,48.14,102.59,83.36
2018-04-18,270.39,86.37,71.59,48.14,120.3,127.85,16.18,17.57,75.84,48.3,102.19,83.29
2018-04-19,268.89,86.1,71.32,47.86,119.32,127.6,16.26,17.5,74.74,48.09,101.91,83.29
2018-04-20,266.61,85.89,71.05,47.26,118.46,126.63,16.13,17.47,74.05,47.96,101.57,83.26
2018-04-23,266.57,85.66,70.96,46.88,118.49,125.62,15.67,17.46,73.99,47.9,101.47,83.25
2018-04-24,262.98,85.49,70.67,46.66,117.95,126.23,15.76,17.37,74.27,47.66,101.35,83.27
2018-04-25,263.63,85.5,70.55,46.3,117.16,125.41,15.61,17.4,74.13,47.49,101.13,83.26
2018-04-26,266.31,85.8,70.9,46.97,117.98,124.97,15.58,17.49,75.1,47.76,101.42,83.275
2018-04-27,266.56,85.76,70.97,47.26,118.89,125.5,15.57,17.48,76.39,47.82,101.59,83.3
2018-04-30,264.51,85.7,70.74,46.92,119.1,124.59,15.38,17.56,76.09,47.6,101.7,83.27
2018-05-01,264.98,85.4,70.49,46.69,118.41,123.71,15.24,17.46,76.78,47.34,101.35,83.13
2018-05-02,263.2,85.37,70.46,46.32,118.28,123.65,15.42,17.46,76.5,47.36,101.37,83.16
2018-05-03,262.62,85.36,70.68,46.22,118.81,124.28,15.46,17.57,76.45,47.53,101.63,83.22
2018-05-04,266.02,85.42,70.93,46.43,118.99,124.54,15.54,17.69,77.29,47.62,101.64,83.19
2018-05-07,266.92,85.5,70.94,46.16,118.8,124.57,15.52,17.68,77.81,47.66,101.59,83.19
2018-05-08,266.92,85.37,70.95,46.42,118.69,124.59,15.51,17.73,77.42,47.6,101.42,83.195
2018-05-09,269.5,85.51,71.12,46.51,117.98,124.33,15.53,17.89,77.94,47.93,101.19,83.16
2018-05-10,272.02,85.76,71.58,47.48,118.93,125.18,15.74,17.98,78.55,48.16,101.4,83.16
2018-05-11,272.85,85.73,71.77,47.4,119.23,125.0,15.7,17.87,78.28,48.23,101.41,83.16
2018-05-14,272.98,85.75,71.9,47.46,118.6,124.49,15.56,18.0,77.61,48.25,101.19,83.16
2018-05-15,271.1,85.33,71.38,46.48,117.25,122.48,15.33,18.02,76.35,48.0,100.63,83.11
2018-05-16,272.24,85.44,71.48,47.18,116.8,122.29,15.41,18.12,76.12,47.96,100.42,83.11
2018-05-17,272.01,85.49,71.59,46.46,116.21,122.36,15.47,18.14,75.74,48.1,100.36,83.13
2018-05-18,271.33,85.4,71.33,46.07,117.21,122.41,15.48,18.15,75.84,47.92,100.75,83.17
2018-05-21,273.37,85.52,71.78,46.35,117.27,122.48,15.54,18.29,76.74,48.21,100.82,83.17
2018-05-22,272.61,85.58,71.69,46.51,117.09,122.41,15.58,18.31,76.85,48.23,100.78,83.17
2018-05-23,273.36,85.65,70.9,46.49,117.94,122.54,15.5,18.41,77.62,47.54,101.24,83.24
2018-05-24,272.8,85.7,70.68,46.24,118.88,123.59,15.69,18.29,77.46,47.4,101.5,83.29
2018-05-25,272.15,85.56,70.22,46.43,119.62,123.21,15.53,18.02,77.73,46.98,101.9,83.36
2018-05-29,269.02,85.2,68.79,45.35,122.24,123.19,15.44,17.85,78.1,45.73,103.0,83.6
2018-05-30,272.61,85.46,69.84,45.71,121.42,123.37,15.55,18.08,79.16,46.54,102.56,83.5
2018-05-31,270.94,85.38,69.4,45.69,121.22,123.1,15.46,18.03,78.89,46.34,102.51,83.46
2018-06-01,273.6,85.19,70.0,46.33,120.3,122.49,15.44,17.91,79.24,46.72,101.93,83.27
2018-06-04,274.9,85.37,70.21,46.8,119.43,122.37,15.45,17.7,79.93,46.84,101.57,83.2
2018-06-05,275.1,85.47,70.1,46.44,119.71,122.85,15.52,17.73,79.72,46.76,101.83,83.25
2018-06-06,277.4,85.68,70.73,47.14,118.74,122.92,15.7,17.79,79.91,47.23,101.42,83.22
2018-06-07,277.37,85.71,70.33,46.42,119.89,122.86,15.72,17.86,79.91,46.85,101.85,83.3
2018-06-08,278.19,85.66,70.41,46.33,119.53,123.01,15.78,17.85,80.2,46.91,101.71,83.28
2018-06-11,278.56,85.82,70.86,46.33,119.31,123.23,15.94,17.84,80.08,47.38,101.61,83.25
2018-06-12,278.92,85.89,70.41,46.21,119.34,122.82,15.87,17.83,80.56,47.07,101.55,83.21
2018-06-13,278.03,85.92,70.51,45.9,119.28,123.19,16.08,17.9,78.99,47.17,101.43,83.17
2018-06-14,278.73,86.17,70.36,45.59,120.27,123.38,16.17,17.7,79.74,47.14,101.75,83.2
2018-06-15,277.13,86.12,70.0,45.23,120.38,121.34,15.6,17.27,79.69,46.85,101.83,83.24
2018-06-18,276.56,86.11,69.5,44.68,120.27,121.11,15.51,17.42,78.98,46.42,101.88,83.26
2018-06-19,275.5,85.99,67.52,43.9,120.97,120.8,15.36,17.24,78.9,44.98,102.145,83.29
2018-06-20,275.97,86.08,67.57,44.09,119.91,120.26,15.34,17.22,79.78,44.97,101.82,83.25
2018-06-21,274.24,85.9,67.09,43.47,120.54,120.05,15.36,17.09,80.16,44.62,102.09,83.3
2018-06-22,274.74,85.91,67.8,43.92,120.53,120.34,15.5,17.43,80.79,45.23,102.11,83.31
2018-06-25,271.0,85.71,66.86,43.33,120.8,119.89,15.37,17.23,80.58,44.56,102.25,83.34
2018-06-26,271.6,85.7,66.98,43.16,120.97,119.26,15.33,17.4,80.84,44.55,102.3,83.34
2018-06-27,269.35,85.52,66.35,42.33,122.11,118.58,15.12,17.49,80.53,44.12,102.69,83.39
2018-06-28,270.89,85.28,66.6,42.69,122.14,118.22,15.07,17.48,81.25,44.23,102.59,83.39
2018-06-29,271.28,85.08,66.97,43.33,121.72,118.65,15.15,17.68,81.45,44.71,102.51,83.37
2018-07-02,271.86,84.78,66.36,42.9,121.35,117.46,14.91,17.31,81.0,44.39,102.25,83.23
2018-07-03,270.9,84.79,66.56,42.93,122.0,118.65,15.03,17.29,81.61,44.65,102.51,83.26
2018-07-05,273.11,85.11,67.22,42.82,122.35,119.05,15.1,17.39,82.58,45.24,102.52,83.25
2018-07-06,275.42,85.33,67.58,43.41,122.75,118.86,15.08,17.47,83.02,45.46,102.61,83.27
2018-07-09,277.9,85.46,68.23,44.19,121.96,119.15,15.17,17.56,82.36,45.75,102.35,83.22
2018-07-10,278.9,85.47,68.2,44.09,121.95,118.93,15.12,17.52,82.53,45.86,102.27,83.21
2018-07-11,276.86,85.34,67.06,43.23,122.42,117.64,14.86,16.91,82.26,45.02,102.48,83.24
2018-07-12,279.37,85.61,67.58,43.82,122.41,118.13,15.0,17.0,82.51,45.42,102.44,83.23
2018-07-13,279.59,85.61,67.79,43.85,122.72,117.61,14.88,17.03,82.26,45.55,102.61,83.25
2018-07-16,279.34,85.55,67.76,43.61,122.21,117.55,14.85,16.67,81.82,45.57,102.44,83.23
2018-07-17,280.47,85.58,67.88,43.93,121.98,116.28,14.67,16.69,81.28,45.49,102.38,83.215
2018-07-18,281.06,85.62,67.89,43.88,121.49,116.31,14.63,16.84,80.92,45.6,102.3,83.21
2018-07-19,280.0,85.58,67.75,43.34,122.26,115.81,14.42,16.82,81.87,45.44,102.58,83.25
2018-07-20,279.68,85.62,68.07,43.96,120.76,116.56,14.59,16.94,81.08,45.7,102.22,83.25
2018-07-23,280.2,85.59,68.07,43.67,119.27,116.0,14.47,17.0,80.91,45.58,101.72,83.2
2018-07-24,281.61,85.77,68.47,44.31,119.68,116.04,14.58,17.09,80.5,45.89,101.79,83.21
2018-07-25,284.01,85.93,68.98,45.03,119.49,116.68,14.68,17.32,81.14,46.23,101.72,83.18
2018-07-26,283.34,85.94,68.67,44.53,119.26,115.77,14.49,17.32,81.41,45.95,101.61,83.18
2018-07-27,281.42,85.91,68.8,44.69,119.46,115.83,14.57,17.25,80.54,46.04,101.77,83.19
2018-07-30,279.95,85.94,68.79,44.62,119.05,115.65,14.58,17.35,80.59,46.16,101.64,83.19
2018-07-31,281.33,86.12,68.88,44.86,119.7,115.99,14.61,17.25,81.94,46.35,101.78,83.19
2018-08-01,280.86,85.83,68.53,44.46,118.46,115.14,14.48,17.0,82.52,46.0,101.34,83.06
2018-08-02,282.39,85.88,68.08,43.87,118.63,114.52,14.43,17.1,82.19,45.58,101.46,83.11
2018-08-03,283.6,85.95,68.12,44.21,119.22,114.92,14.5,17.16,83.08,45.67,101.72,83.12
2018-08-06,284.64,86.11,67.83,43.87,119.29,114.33,14.4,17.19,82.97,45.46,101.77,83.14
2018-08-07,285.58,86.15,68.36,44.32,118.67,114.59,14.43,17.32,82.82,45.82,101.56,83.11
2018-08-08,285.46,86.1,68.3,44.26,118.79,114.91,14.5,17.11,82.34,45.74,101.65,83.12
2018-08-09,285.07,86.04,68.1,44.13,119.79,114.74,14.52,17.04,82.38,45.58,101.93,83.17
2018-08-10,283.16,85.89,66.74,43.19,120.66,114.69,14.41,17.04,81.75,44.56,102.37,83.25
2018-08-13,282.1,85.83,66.5,42.48,120.41,112.96,14.1,16.95,81.59,44.44,102.34,83.23
2018-08-14,283.9,85.98,66.49,42.74,120.14,113.07,14.17,16.98,81.99,44.36,102.24,83.23
2018-08-15,281.78,85.83,65.53,41.51,120.84,111.19,13.57,16.61,82.62,43.6,102.49,83.27
2018-08-16,284.06,85.94,65.99,41.77,120.83,111.1,13.77,16.74,83.29,43.91,102.46,83.25
2018-08-17,285.06,86.04,66.38,42.21,120.98,112.13,13.92,16.81,84.06,44.17,102.5,83.28
2018-08-20,285.67,86.08,66.74,42.4,121.79,112.69,13.88,16.84,84.12,44.48,102.82,83.33
2018-08-21,286.34,86.21,67.15,42.94,121.38,113.02,13.89,16.87,83.61,44.96,102.68,83.31
2018-08-22,286.17,86.24,67.41,43.28,121.86,113.27,13.88,17.11,83.14,45.11,102.87,83.33
2018-08-23,285.79,86.23,66.93,42.58,122.05,112.2,13.65,17.08,82.93,44.77,102.86,83.32
2018-08-24,287.51,86.38,67.32,43.37,122.29,114.16,13.92,17.21,83.42,45.14,102.89,83.33
2018-08-27,289.78,86.41,68.22,43.99,121.59,114.59,13.99,17.27,83.12,45.74,102.66,83.3
2018-08-28,289.92,86.37,68.16,43.83,120.86,113.68,13.84,17.2,84.24,45.66,102.43,83.27
2018-08-29,291.48,86.32,68.53,44.1,121.02,114.2,13.87,17.39,84.26,45.87,102.4,83.26
2018-08-30,290.3,86.25,67.88,42.95,121.28,113.64,13.7,17.36,83.72,45.42,102.59,83.32
2018-08-31,290.31,86.36,67.34,43.17,120.995,113.51,13.65,17.38,84.05,44.91,102.61,83.34
2018-09-04,289.81,85.81,66.77,42.33,120.03,112.93,13.31,17.28,83.05,44.54,102.17,83.19
2018-09-05,289.03,85.72,66.16,41.72,119.71,113.32,13.35,17.21,83.53,44.28,102.16,83.19
2018-09-06,288.16,85.79,65.96,41.76,120.15,113.54,13.31,17.11,83.77,44.06,102.37,83.22
2018-09-07,287.6,85.7,65.43,41.55,119.13,113.23,13.32,17.15,82.86,43.7,101.91,83.13
2018-09-10,288.1,85.87,65.83,41.14,119.57,113.15,13.31,17.21,83.23,44.09,101.97,83.14
2018-09-11,289.05,85.89,65.89,41.23,118.66,113.22,13.28,17.38,83.22,44.11,101.6,83.09
2018-09-12,289.12,86.09,66.17,41.44,118.94,114.17,13.39,17.5,83.26,44.28,101.72,83.09
2018-09-13,290.83,86.25,66.66,42.0,119.12,113.76,13.35,17.31,83.67,44.6,101.71,83.1
2018-09-14,290.88,86.33,66.76,41.96,118.55,113.02,13.23,17.2,83.14,44.5,101.52,83.07
2018-09-17,289.34,86.27,66.82,41.58,118.55,113.61,13.31,17.18,83.41,44.62,101.54,83.05
2018-09-18,290.91,86.26,67.52,41.98,117.31,113.44,13.31,17.34,83.01,44.85,101.12,83.04
2018-09-19,291.22,86.1,67.76,42.56,116.61,113.88,13.4,17.45,82.04,44.95,100.945,83.02
2018-09-20,293.58,86.22,68.6,43.03,117.15,114.27,13.45,17.45,82.81,45.76,100.96,83.05
2018-09-21,291.99,86.24,68.63,43.23,117.1,113.49,13.44,17.49,82.78,45.78,101.0,83.03
2018-09-24,291.02,86.2,68.32,42.74,116.8,113.47,13.41,17.75,80.17,45.56,100.89,83.03
2018-09-25,290.75,86.13,68.66,42.91,116.68,113.65,13.59,17.79,80.18,45.82,100.79,83.04
2018-09-26,289.88,86.22,68.69,43.0,117.5,113.05,13.49,17.71,79.22,45.75,101.12,83.05
2018-09-27,290.69,86.38,68.55,43.21,117.58,112.05,13.41,17.79,79.6,45.62,101.12,83.05
2018-09-28,290.72,86.44,67.99,42.92,117.27,112.76,13.73,17.97,80.68,45.07,101.17,83.09
2018-10-01,291.73,86.3,68.07,42.93,116.15,112.57,13.62,18.31,79.93,45.05,100.71,82.93
2018-10-02,291.56,86.23,67.72,42.39,116.86,113.87,13.79,18.37,79.75,44.81,100.97,82.96
2018-10-03,291.72,86.0,67.6,42.04,114.83,113.42,13.78,18.54,78.9,44.98,100.22,82.92
2018-10-04,289.44,85.68,66.81,40.99,114.02,113.48,13.71,18.34,78.24,44.39,99.96,82.9
2018-10-05,287.82,85.3,66.41,40.84,113.04,113.8,13.75,18.3,78.2,44.08,99.72,82.89
2018-10-08,287.82,85.11,66.09,40.9,112.66,112.54,13.53,18.25,79.33,43.67,99.76,82.87
2018-10-09,287.4,85.24,65.92,40.75,113.8,112.6,13.53,18.38,79.44,43.62,99.95,82.9
2018-10-10,278.3,84.63,64.52,39.54,113.49,112.88,13.45,18.02,78.26,42.77,100.0,82.92
2018-10-11,272.17,84.7,63.62,39.14,114.87,115.78,13.67,17.75,76.02,42.23,100.41,82.95
2018-10-12,275.95,85.15,63.85,40.29,114.47,115.23,13.74,17.89,75.82,42.31,100.29,82.95
2018-10-15,274.4,85.09,63.7,39.86,114.42,116.0,13.8,17.93,76.33,42.38,100.35,82.98
2018-10-16,280.4,85.38,64.79,40.86,114.68,115.8,13.78,18.01,77.9,43.06,100.34,82.95
2018-10-17,280.45,85.21,64.42,40.36,114.0,115.79,13.74,17.85,77.6,42.65,100.05,82.945
2018-10-18,276.4,84.85,63.38,39.3,113.96,115.92,13.7,17.65,77.45,41.95,100.23,83.0
2018-10-19,276.25,84.9,63.74,39.67,113.71,116.01,13.74,17.75,78.12,42.28,100.11,82.95
2018-10-22,275.01,84.94,63.46,40.1,113.56,115.71,13.68,17.77,77.03,42.03,100.13,82.93
2018-10-23,273.61,84.86,62.86,39.66,113.92,116.39,13.83,17.38,77.37,41.73,100.39,82.98
2018-10-24,265.32,84.44,61.08,38.38,114.78,116.66,13.79,17.26,78.1,40.55,100.93,83.11
2018-10-25,270.08,84.61,61.85,39.12,114.3,116.4,13.74,17.33,79.1,41.07,100.69,83.08
2018-10-26,265.33,84.23,61.43,38.67,114.99,116.77,13.81,17.46,77.2,40.9,101.14,83.13
2018-10-29,263.86,84.15,61.26,38.0,114.73,116.31,13.59,17.28,78.18,40.91,101.13,83.16
2018-10-30,267.77,84.35,62.0,38.74,114.16,115.8,13.61,17.19,79.25,41.26,100.91,83.12
2018-10-31,270.63,84.35,62.46,39.16,113.58,115.15,13.41,16.96,78.32,41.59,100.66,83.08
2018-11-01,273.51,84.32,63.26,40.56,113.41,116.63,13.83,16.84,78.69,42.25,100.53,82.98
2018-11-02,271.89,84.27,63.35,40.82,112.0,116.65,13.86,16.8,78.04,42.25,99.97,82.88
2018-11-05,273.39,84.34,63.35,40.93,112.44,116.37,13.76,16.79,79.2,42.28,100.03,82.91
2018-11-06,275.12,84.56,63.61,40.86,112.37,116.04,13.65,16.72,79.6,42.35,99.92,82.89
2018-11-07,281.01,85.05,64.46,41.63,112.52,116.03,13.67,16.68,80.55,42.9,99.92,82.86
2018-11-08,280.5,84.84,63.83,40.55,112.51,115.78,13.56,16.58,80.61,42.41,99.78,82.85
2018-11-09,277.76,84.36,63.41,39.8,113.35,114.48,13.32,16.4,80.6,42.25,100.17,82.89
2018-11-12,272.57,83.84,62.37,39.24,114.09,113.66,13.17,16.36,80.76,41.4,100.47,82.95
2018-11-13,272.06,83.7,62.64,39.69,114.02,113.7,13.15,15.91,80.68,41.71,100.55,82.96
2018-11-14,270.2,83.54,62.69,39.93,114.09,114.64,13.28,16.05,80.48,41.76,100.76,83.02
2018-11-15,273.02,83.52,62.89,40.82,114.04,114.77,13.42,16.02,79.93,41.76,100.83,83.06
2018-11-16,273.73,83.27,62.96,40.9,114.7,115.62,13.53,16.12,80.79,41.77,101.14,83.12
2018-11-19,269.1,83.01,62.41,40.35,115.02,115.67,13.55,16.12,80.9,41.45,101.29,83.19
2018-11-20,264.12,82.75,61.33,39.48,115.06,115.67,13.45,15.63,80.07,40.72,101.27,83.17
2018-11-21,265.02,83.17,62.19,40.21,115.02,115.86,13.6,15.76,80.14,41.27,101.25,83.17
2018-11-23,263.25,82.71,61.78,39.74,115.14,115.77,13.42,15.3,79.98,40.94,101.31,83.15
2018-11-26,267.5,83.1,62.71,40.23,114.88,115.64,13.39,15.37,80.13,41.59,101.23,83.16
2018-11-27,268.4,83.06,62.47,40.51,115.01,114.95,13.29,15.31,80.47,41.4,101.33,83.17
2018-11-28,274.58,83.75,63.36,41.48,114.45,115.38,13.43,15.26,81.19,41.95,101.32,83.2
2018-11-29,273.98,83.77,63.04,41.12,114.9,115.74,13.43,15.36,81.21,41.76,101.58,83.22
2018-11-30,275.65,83.6,62.77,41.08,115.33,115.54,13.32,15.29,81.98,41.52,101.78,83.25
2018-12-03,279.3,83.8,63.6,41.91,115.88,116.41,13.49,15.64,82.42,41.97,101.79,83.04
2018-12-04,270.25,83.28,61.95,41.02,117.82,117.12,13.62,15.65,81.2,41.01,102.26,83.1
2018-12-06,269.84,82.99,61.37,40.64,118.19,117.14,13.6,15.52,83.21,40.43,102.52,83.18
2018-12-07,263.57,82.83,60.75,39.88,118.41,118.09,13.73,15.7,82.12,40.04,102.82,83.27
2018-12-10,264.07,82.89,60.28,39.46,118.9,117.68,13.65,15.45,81.59,39.73,102.88,83.27
2018-12-11,264.13,83.04,60.47,39.76,118.88,117.54,13.66,15.54,81.63,39.87,102.62,83.19
2018-12-12,265.46,83.31,61.36,40.41,118.35,117.79,13.82,15.49,80.37,40.57,102.34,83.18
2018-12-13,265.37,83.51,61.25,40.4,118.07,117.53,13.86,15.69,79.88,40.5,102.4,83.26
2018-12-14,260.47,83.16,60.46,39.83,118.48,117.06,13.7,15.45,79.65,39.92,102.56,83.305
2018-12-17,255.36,82.62,59.98,39.46,119.17,117.87,13.77,15.27,76.65,39.55,102.86,83.39
2018-12-18,255.08,82.08,59.39,39.14,119.6,118.15,13.75,14.95,77.44,39.28,102.9,83.32
2018-12-19,251.26,81.34,58.82,38.49,121.18,117.43,13.69,15.01,76.59,39.01,103.26,83.34
2018-12-20,247.17,80.63,58.58,38.79,120.74,119.24,13.85,14.87,75.44,38.85,103.13,83.33
2018-12-21,240.7,80.23,57.56,38.52,120.72,118.72,13.74,14.74,74.39,38.37,103.22,83.39
2018-12-24,234.34,79.63,56.89,38.16,121.32,120.02,13.87,14.39,71.74,37.89,103.48,83.46
2018-12-26,246.18,80.97,58.21,38.92,120.02,119.66,14.11,14.71,74.14,38.84,102.99,83.38
2018-12-27,248.07,80.92,58.38,38.87,120.04,120.57,14.3,14.57,74.13,38.68,103.25,83.47
2018-12-28,247.75,81.04,58.69,39.24,121.05,121.06,14.42,14.45,74.37,39.01,103.81,83.59
2018-12-31,249.92,81.1,58.78,39.06,121.51,121.25,14.52,14.49,74.57,39.12,104.2,83.62
2019-01-02,250.18,80.99,58.66,39.16,122.15,121.33,14.56,14.53,72.95,38.91,104.42,83.63
2019-01-03,244.21,81.03,58.13,38.45,123.54,122.43,14.75,14.65,73.46,38.63,105.25,83.8
2019-01-04,252.39,82.39,59.91,39.69,122.11,121.44,14.73,14.85,74.32,39.79,104.4,83.62
2019-01-07,254.38,83.19,60.14,39.78,121.75,121.86,14.67,14.96,75.05,39.85,104.11,83.56
2019-01-08,256.77,83.73,60.53,39.93,121.43,121.53,14.69,15.11,76.6,40.14,103.85,83.51
2019-01-09,257.97,83.83,61.21,40.64,121.24,122.31,14.78,15.41,76.49,40.63,103.91,83.55
2019-01-10,258.88,84.16,61.45,40.93,120.46,121.59,14.6,15.37,77.53,40.69,103.86,83.56
2019-01-11,258.98,83.89,61.03,40.73,120.93,121.8,14.64,15.32,77.75,40.5,104.17,83.61
2019-01-14,257.4,83.62,60.75,40.39,120.48,122.09,14.66,15.19,77.49,40.33,104.11,83.61
2019-01-15,260.35,83.9,61.07,40.67,120.04,121.88,14.6,15.31,78.23,40.42,104.01,83.64
2019-01-16,260.98,84.03,61.24,41.17,120.16,122.27,14.63,15.39,78.78,40.43,103.95,83.62
2019-01-17,262.96,84.26,61.46,41.35,120.19,122.11,14.57,15.4,79.16,40.64,103.76,83.61
2019-01-18,266.46,84.5,62.08,41.55,119.56,121.02,14.37,15.56,79.43,41.15,103.43,83.54
2019-01-22,262.86,83.94,61.12,40.83,120.37,121.45,14.39,15.45,79.19,40.6,103.79,83.61
2019-01-23,263.41,84.11,61.4,41.25,120.32,121.28,14.42,15.43,79.2,40.88,103.74,83.59
2019-01-24,263.55,84.2,61.47,41.65,121.11,121.09,14.36,15.47,79.47,40.88,104.07,83.66
2019-01-25,265.78,84.41,62.17,42.2,120.53,122.86,14.74,15.55,80.46,41.3,103.83,83.6
2019-01-28,263.76,84.28,61.83,41.76,120.41,123.29,14.79,15.34,81.25,41.11,103.86,83.61
2019-01-29,263.41,84.23,61.97,41.83,121.02,123.98,14.88,15.49,81.89,41.24,104.16,83.65
2019-01-30,267.58,84.9,62.65,42.74,120.93,124.69,15.05,15.6,82.55,41.68,104.4,83.76
2019-01-31,269.93,85.11,62.68,43.1,121.97,124.75,15.05,15.52,83.41,41.62,104.88,83.83
2019-02-01,270.06,84.68,62.66,42.76,120.96,124.5,14.92,15.66,82.88,41.67,104.1,83.58
2019-02-04,271.96,84.88,62.89,42.83,120.42,123.96,14.88,15.67,83.5,41.79,103.87,83.58
2019-02-05,273.1,85.18,63.38,43.42,120.97,124.28,14.87,15.6,83.98,42.17,104.05,83.58
2019-02-06,272.74,85.1,63.06,42.83,121.03,123.44,14.68,15.62,83.43,41.98,104.13,83.62
2019-02-07,270.14,84.81,62.22,42.4,121.83,123.74,14.77,15.47,84.12,41.43,104.47,83.68
2019-02-08,270.47,84.79,62.02,42.16,122.35,124.21,14.83,15.49,84.12,41.28,104.61,83.71
2019-02-11,270.62,84.83,61.96,42.02,121.87,123.6,14.72,15.4,84.35,41.18,104.45,83.68
2019-02-12,274.1,85.24,62.68,42.37,121.555,123.86,14.73,15.49,83.82,41.63,104.31,83.67
2019-02-13,274.99,85.12,62.69,42.07,121.1,123.37,14.59,15.58,84.25,41.63,104.05,83.61
2019-02-14,274.38,85.13,62.71,42.15,121.79,124.06,14.65,15.62,84.52,41.64,104.54,83.72
2019-02-15,277.37,85.4,63.62,42.09,121.98,124.8,14.82,15.91,85.09,42.3,104.44,83.68
2019-02-19,277.85,85.43,63.86,42.42,122.29,126.7,15.02,15.95,85.07,42.47,104.62,83.74
2019-02-20,278.41,85.5,64.04,42.66,121.94,126.48,15.07,16.0,84.54,42.71,104.6,83.725
2019-02-21,277.42,85.42,63.91,42.57,120.85,125.05,14.83,16.05,84.62,42.51,104.29,83.7
2019-02-22,279.14,85.59,64.12,43.04,121.57,125.5,14.95,16.09,85.12,42.64,104.6,83.76
2019-02-25,279.52,85.66,64.31,43.52,121.21,125.37,14.9,15.85,84.45,42.73,104.44,83.75
2019-02-26,279.32,85.77,64.62,43.37,121.81,125.58,14.94,15.92,84.19,43.04,104.75,83.79
2019-02-27,279.2,85.8,64.36,43.0,120.43,124.69,14.75,16.0,83.77,42.89,104.38,83.77
2019-02-28,278.68,85.75,64.27,42.44,120.02,123.99,14.63,15.96,83.99,42.93,104.11,83.75
2019-03-01,280.42,85.61,64.62,42.49,118.66,121.88,14.2,15.78,83.73,43.2,103.57,83.54
2019-03-04,279.4,85.48,64.38,42.55,119.59,121.56,14.15,15.83,84.11,43.02,103.89,83.56
2019-03-05,279.02,85.44,64.44,42.97,119.84,121.72,14.2,15.91,84.34,43.11,103.95,83.57
